id,purchase,test,imp_1,imp_2,imp_3,imp_4,imp_5,imp_6,sum1to5
201909,0,1,26,52,0,26,0,6,104
1011845,1,1,0,0,0,0,0,1,0
992035,1,1,1,0,0,0,0,0,1
250796,1,1,0,1,0,0,0,0,1
1174527,0,1,0,2,0,0,0,0,2
808029,1,1,0,0,0,0,0,2,0
922578,1,1,0,0,0,3,0,0,3
1359034,1,0,0,0,0,0,0,31,0
913833,0,1,0,1,0,0,0,0,1
1141183,0,1,0,7,0,0,0,1,7
238625,0,1,0,0,0,0,0,2,0
1112421,1,1,0,0,0,0,0,1,0
1094635,1,1,8,5,0,9,0,0,22
587671,0,1,0,1,0,0,0,0,1
1185945,0,1,0,1,0,0,0,0,1
1407195,0,1,0,0,0,0,0,1,0
1183850,1,1,0,2,0,0,0,0,2
217355,0,1,0,0,0,0,0,1,0
111683,1,1,0,0,0,0,1,0,1
1144401,1,1,2,6,0,0,0,0,8
581011,0,1,0,2,0,0,0,1,2
1199379,0,0,0,3,1,0,0,10,4
385079,1,1,0,2,0,0,0,0,2
1371202,0,1,0,0,0,0,0,1,0
1119941,1,0,0,0,0,0,0,2,0
1052847,1,1,0,2,0,6,0,0,8
465637,1,1,0,0,0,0,0,7,0
499140,0,1,0,1,0,0,0,0,1
1396795,1,1,0,0,0,0,0,1,0
214953,0,1,0,1,0,0,0,0,1
516697,0,1,0,3,0,0,0,0,3
166867,0,1,0,0,0,0,0,1,0
1132130,0,1,0,0,0,0,0,1,0
330465,0,1,0,1,0,0,0,2,1
458705,1,1,0,0,0,1,0,0,1
821707,0,1,0,0,0,0,0,1,0
856690,1,1,1,34,0,0,0,0,35
509063,1,1,0,14,0,2,0,5,16
1217359,1,1,0,4,0,0,0,1,4
538806,1,1,0,0,0,0,0,3,0
1173015,1,1,0,1,0,9,0,2,10
1318107,1,1,0,1,0,9,0,29,10
751851,1,1,0,10,0,0,0,0,10
415980,0,1,0,0,0,0,0,1,0
1057148,1,1,0,1,0,0,0,0,1
886328,1,1,0,3,0,0,0,0,3
57708,1,1,0,0,0,1,0,2,1
926942,0,1,0,0,0,0,0,1,0
903056,1,1,0,1,0,3,0,0,4
862337,0,1,0,1,0,0,0,0,1
1315477,1,1,0,0,0,12,0,0,12
209256,0,1,0,1,0,0,0,0,1
687590,0,1,0,2,0,0,0,4,2
249989,0,1,0,1,0,0,0,0,1
960274,0,1,17,3,0,17,0,1,37
398658,1,1,0,1,0,0,0,1,1
878390,1,1,0,0,0,0,0,1,0
284737,0,1,0,0,0,0,0,1,0
935008,1,1,1,2,0,0,0,1,3
121017,0,0,0,0,0,0,0,1,0
276062,1,1,0,1,0,0,0,0,1
1293666,1,0,0,1,0,0,0,0,1
518534,1,1,1,2,0,0,0,0,3
687321,1,1,0,0,0,2,0,0,2
609869,0,0,0,0,3,0,0,1,3
71174,1,1,5,58,0,4,0,0,67
992053,1,1,0,7,0,0,0,0,7
1402656,0,0,0,2,0,0,0,0,2
662642,1,1,0,0,0,0,0,4,0
1259795,0,0,0,1,0,0,0,0,1
1134005,0,1,0,0,0,0,0,6,0
1221664,0,1,0,0,0,0,0,1,0
709443,1,1,0,0,0,0,0,1,0
335974,0,1,1,0,0,0,0,0,1
55555,0,1,0,1,0,0,0,0,1
1188936,0,1,0,0,0,0,0,1,0
1162545,0,1,0,0,1,0,0,0,1
793667,1,0,2,0,1,0,0,0,3
552644,1,1,0,0,0,2,0,0,2
1278929,1,1,0,0,0,0,0,1,0
337553,0,1,0,3,0,0,0,0,3
1099265,0,1,0,0,0,0,0,1,0
790912,0,1,0,0,0,0,0,1,0
82031,1,1,0,1,0,0,0,0,1
718730,1,1,0,0,0,0,0,8,0
7937,1,1,0,0,0,16,0,2,16
1348168,0,0,0,0,0,0,0,1,0
918018,1,1,2,5,0,3,0,0,10
424827,0,0,0,5,0,0,0,0,5
73586,1,1,0,0,0,0,0,1,0
225559,0,1,0,2,0,0,0,0,2
1074237,1,1,22,51,1,4,1,6,79
862545,1,1,0,0,0,0,0,2,0
1402796,0,1,0,0,0,0,0,1,0
985406,1,1,0,1,0,0,0,0,1
1411275,0,1,1,0,0,0,0,0,1
328973,1,1,0,1,0,26,0,4,27
218590,0,1,0,0,0,0,0,1,0
547146,1,0,1,0,1,1,0,1,3
1395155,0,1,0,0,0,0,0,4,0
246814,1,0,2,7,0,5,0,0,14
418288,0,1,4,1,0,0,0,0,5
213927,0,1,0,2,0,0,0,0,2
1194132,1,1,6,0,0,0,0,23,6
1085192,0,0,0,1,0,0,0,0,1
547875,1,1,19,0,0,5,10,0,34
707771,0,1,0,2,0,0,0,0,2
1358557,0,0,0,0,0,0,0,1,0
286117,0,1,2,0,0,0,0,1,2
190845,0,1,1,0,0,0,0,0,1
1028288,1,1,1,0,0,0,0,0,1
803558,1,1,0,1,0,0,0,2,1
365893,1,1,2,0,0,4,0,7,6
702557,0,0,0,1,0,0,0,0,1
174809,0,1,0,0,0,0,0,1,0
701864,1,1,0,0,0,11,0,0,11
167837,1,1,0,2,0,0,0,0,2
412744,0,0,0,2,0,0,0,1,2
507198,0,1,0,0,0,0,0,1,0
942398,1,1,0,0,0,0,0,2,0
794867,1,1,0,0,0,0,0,1,0
124339,0,1,0,0,0,0,0,1,0
1025435,1,1,0,0,0,0,0,3,0
1040697,0,1,0,0,0,0,0,1,0
117594,0,1,0,0,0,0,0,3,0
1173210,0,1,0,0,0,0,0,1,0
477239,1,1,0,1,0,0,0,0,1
781382,1,0,0,11,0,0,0,1,11
514425,1,1,11,29,0,5,0,0,45
860145,0,1,0,0,0,0,0,2,0
273864,0,1,0,8,0,0,0,0,8
677429,0,1,0,1,0,0,0,0,1
208192,0,0,0,1,0,1,0,1,2
1382127,0,1,0,0,0,0,0,2,0
48454,0,1,0,0,0,0,0,1,0
638612,1,1,0,0,0,0,1,0,1
749112,0,1,0,2,0,0,0,0,2
594318,0,1,0,0,0,0,0,1,0
584074,0,1,0,0,0,0,0,1,0
1059202,0,0,0,0,0,0,0,7,0
82416,0,1,0,0,0,0,0,1,0
950627,1,1,0,1,0,0,0,0,1
163809,1,1,0,2,0,1,0,0,3
274469,1,1,0,0,0,0,0,1,0
1156536,0,1,0,0,0,0,0,1,0
812730,0,1,0,29,0,0,0,0,29
325615,1,0,0,0,0,0,0,1,0
915710,1,1,0,0,0,0,0,1,0
979350,1,1,0,2,0,1,0,0,3
46838,0,1,0,0,0,0,0,5,0
126946,1,1,0,1,0,0,0,0,1
1192099,0,1,0,0,0,0,0,4,0
521299,0,1,0,0,0,0,0,1,0
281817,0,1,0,0,0,0,0,1,0
273058,1,0,0,1,0,0,0,0,1
89880,0,1,9,5,0,15,0,0,29
1044062,1,1,0,0,0,0,0,4,0
807658,1,1,1,0,0,0,0,1,1
392574,1,0,0,1,1,0,0,0,2
1199232,0,1,1,0,0,0,0,0,1
21401,1,1,0,1,0,0,0,0,1
692706,1,1,0,0,0,0,0,2,0
655679,1,1,0,0,0,1,0,0,1
407813,1,1,13,0,0,29,0,1,42
576054,1,1,0,0,0,0,0,1,0
859214,1,1,4,1,0,8,14,3,27
795418,0,1,0,0,0,0,0,1,0
969872,1,1,0,0,0,0,0,10,0
1309542,1,1,9,0,0,0,0,0,9
747473,1,1,0,1,0,0,0,0,1
798067,0,1,2,0,0,0,1,0,3
182603,0,1,0,0,0,0,0,1,0
226928,1,1,0,28,0,0,0,1,28
77198,1,1,0,0,0,0,0,4,0
1299484,0,1,0,0,0,0,0,7,0
139747,0,1,1,3,0,0,0,0,4
153051,1,1,0,0,0,8,0,1,8
892327,1,1,0,1,0,0,0,2,1
38068,1,1,0,1,0,0,0,0,1
1379727,1,1,0,0,0,1,0,0,1
1032055,1,1,0,0,0,0,0,2,0
1272853,0,1,0,0,0,0,0,1,0
394898,1,1,0,0,0,0,0,1,0
614721,1,1,0,1,0,0,0,0,1
1108553,1,1,0,16,0,5,0,0,21
246068,1,1,0,4,0,0,0,6,4
438095,0,1,0,8,0,0,0,0,8
912678,1,1,0,0,0,28,0,5,28
241572,0,1,1,0,0,0,1,1,2
162049,0,1,0,1,0,0,0,0,1
1198469,1,1,0,2,0,22,0,0,24
1124558,1,1,0,0,0,0,0,1,0
849678,1,1,0,3,0,0,0,0,3
435665,0,1,0,0,0,0,0,1,0
569983,0,1,0,0,0,0,0,1,0
203063,0,0,0,0,0,0,0,1,0
278160,1,1,8,21,1,3,0,0,33
34577,1,1,8,1,0,3,17,0,29
282527,1,1,0,2,0,6,0,0,8
877249,0,1,0,0,0,0,0,1,0
124662,1,1,2,39,0,0,0,4,41
894863,0,1,3,2,0,0,0,0,5
813239,0,1,2,0,0,0,0,3,2
890953,1,1,0,2,0,9,0,0,11
1019730,1,1,0,2,0,0,0,0,2
840844,0,1,0,3,0,0,0,2,3
1110803,0,1,1,2,0,0,0,4,3
868106,1,0,0,1,0,0,0,0,1
852382,0,1,1,0,0,0,0,0,1
1367302,1,1,0,2,0,0,0,0,2
12195,0,0,0,3,0,0,0,0,3
198497,1,1,0,0,0,0,0,1,0
527140,1,1,19,0,0,0,0,1,19
69092,1,1,1,0,0,5,0,4,6
589678,0,0,0,2,0,0,0,0,2
1316836,0,1,0,0,0,0,0,1,0
517720,0,1,0,5,0,0,0,0,5
659114,0,1,0,3,0,0,0,0,3
105640,0,1,0,3,0,0,0,0,3
1234902,1,1,0,2,0,0,0,0,2
281508,1,1,3,4,0,14,0,0,21
144730,0,1,0,0,0,0,0,1,0
1217122,1,1,0,1,0,0,0,2,1
438445,1,1,0,3,0,0,0,0,3
386825,1,1,0,0,0,0,0,1,0
230886,1,1,0,0,0,0,0,2,0
864489,0,1,0,0,0,0,0,1,0
1079295,0,1,0,0,0,0,0,3,0
124989,1,1,19,2,1,33,1,3,56
763151,0,0,0,7,0,0,0,0,7
677950,0,1,0,0,0,0,0,1,0
320813,0,1,0,0,0,0,0,1,0
5598,0,1,0,5,0,0,0,0,5
248986,1,0,0,0,0,0,0,1,0
728274,0,0,0,0,0,2,0,0,2
1010435,0,1,0,0,0,0,0,1,0
497679,0,0,0,9,0,0,0,1,9
837274,0,1,0,4,0,0,0,0,4
418127,1,0,4,0,0,0,0,0,4
1231233,1,1,0,0,0,0,0,1,0
395779,1,1,0,2,0,2,0,0,4
607034,0,1,1,0,0,0,0,1,1
343290,1,0,0,0,2,0,0,0,2
147680,1,1,0,1,0,0,0,1,1
633636,0,1,4,1,0,0,0,0,5
552411,1,1,0,0,0,0,0,1,0
889654,0,1,1,30,0,0,0,1,31
1111025,0,1,0,2,0,0,0,0,2
1298254,1,1,0,11,0,0,0,0,11
1136647,0,1,0,1,0,0,0,0,1
1375147,0,1,0,0,0,0,0,75,0
354356,0,1,1,0,0,0,0,0,1
637192,0,1,10,44,0,16,0,0,70
117485,0,1,0,0,0,0,0,1,0
966414,0,1,0,3,0,0,0,0,3
147701,0,1,0,1,0,0,0,0,1
837693,0,1,0,4,0,0,0,0,4
445902,0,1,0,2,0,0,0,0,2
652560,1,1,2,2,0,0,0,1,4
388691,0,1,0,3,0,0,0,1,3
1262753,0,1,0,2,0,0,0,0,2
180885,1,1,0,2,0,0,0,1,2
887894,1,1,0,0,0,0,0,1,0
1270097,1,1,0,0,0,3,0,0,3
164961,1,1,0,1,0,14,0,2,15
246467,1,1,0,0,0,2,0,1,2
382474,1,1,0,1,0,0,0,0,1
1065456,0,1,0,0,0,0,0,1,0
303123,0,1,0,0,0,0,0,3,0
91103,0,1,0,0,0,0,0,7,0
1341012,0,1,0,1,0,0,0,0,1
190111,0,1,0,0,0,0,0,1,0
561793,1,1,0,8,0,0,0,0,8
1035099,1,1,0,0,0,0,0,2,0
448265,1,0,0,0,0,0,0,1,0
1260900,0,1,1,0,0,0,0,0,1
969876,0,1,0,0,0,0,0,5,0
418609,0,1,0,2,0,0,0,3,2
953127,1,1,0,2,0,14,0,3,16
1199683,0,1,0,1,0,0,0,1,1
1003641,1,1,0,1,0,0,0,0,1
396180,1,1,3,2,0,0,0,18,5
1369019,1,1,15,8,1,3,0,1,27
1128937,1,1,0,1,0,0,0,0,1
132139,1,1,0,0,0,0,0,3,0
956306,1,1,0,0,0,0,0,3,0
768377,1,1,0,3,0,0,0,0,3
216310,0,1,0,0,0,0,0,3,0
1168475,0,1,0,2,0,0,0,1,2
717760,1,1,0,0,0,0,0,1,0
378372,1,0,0,2,0,0,0,0,2
118503,0,0,0,0,0,0,0,6,0
461225,1,1,0,0,0,0,0,4,0
772051,0,1,0,0,0,0,0,1,0
1337408,0,1,0,2,0,0,0,0,2
276340,1,1,0,0,0,7,0,1,7
528023,1,1,0,1,0,0,0,0,1
702104,1,1,1,0,0,0,0,1,1
82352,0,1,1,0,0,0,0,0,1
1386279,0,1,1,0,0,0,0,0,1
693056,1,1,0,0,0,73,0,6,73
362139,0,1,0,1,0,0,0,0,1
147159,0,1,0,4,0,0,0,1,4
408863,0,1,0,4,0,0,0,0,4
1154370,1,1,1,7,0,0,0,1,8
778309,1,1,0,3,0,1,0,0,4
1409658,0,1,0,0,0,0,0,1,0
267924,1,1,1,7,0,0,0,3,8
1274989,0,1,0,0,0,0,0,1,0
12807,0,1,0,0,0,0,0,1,0
503193,0,1,0,2,0,0,0,1,2
764491,0,1,0,0,0,0,0,4,0
353441,1,1,24,0,0,0,0,5,24
520252,1,0,0,0,0,0,0,2,0
454948,1,1,0,23,0,6,0,1,29
1155781,0,1,3,0,0,0,0,0,3
635883,1,1,1,5,0,7,0,0,13
984942,0,1,0,1,0,0,0,0,1
533171,1,1,0,1,0,0,0,5,1
1127317,1,1,0,0,0,0,0,1,0
1369360,1,1,0,1,0,0,0,0,1
1129265,1,0,0,0,1,0,0,0,1
293743,0,1,0,1,0,0,0,1,1
163281,0,1,0,0,0,0,0,2,0
1307396,0,1,0,1,0,0,0,0,1
698402,0,1,1,9,0,0,0,1,10
962648,1,1,0,1,0,0,0,0,1
1002276,1,0,0,3,0,0,0,0,3
1013115,0,1,0,0,0,0,0,1,0
579585,0,1,0,0,0,0,0,3,0
144873,0,1,0,0,0,0,0,1,0
745358,1,1,0,3,0,0,0,21,3
717359,0,1,0,0,0,0,0,1,0
884218,0,1,0,0,0,0,0,1,0
419552,1,1,0,1,0,0,0,0,1
1327773,1,1,1,7,0,5,0,7,13
1403886,0,1,0,0,0,0,0,2,0
203856,1,1,0,4,0,0,0,0,4
188731,1,1,0,1,0,0,0,2,1
1371506,0,1,0,0,0,0,0,1,0
1302109,0,1,0,0,0,0,0,1,0
532209,0,1,0,0,0,0,0,1,0
1357960,1,1,0,0,0,0,0,3,0
510473,0,0,1,0,0,0,0,0,1
509128,1,1,2,49,0,5,0,0,56
272866,1,1,0,0,0,0,0,1,0
1295540,1,1,0,6,0,0,0,0,6
1357018,1,1,1,0,0,0,0,2,1
986277,1,1,3,0,0,15,0,0,18
62986,0,1,1,0,0,0,0,0,1
329153,1,1,0,0,0,2,0,0,2
1281670,1,1,0,0,0,0,0,1,0
653661,1,1,0,0,0,3,0,0,3
840988,1,1,0,1,0,0,0,0,1
729217,0,1,1,0,0,0,0,0,1
91203,0,1,0,0,0,0,0,1,0
1003150,0,1,0,0,0,0,0,1,0
537293,0,0,0,2,0,0,0,1,2
1294578,0,1,0,0,0,0,0,7,0
597391,1,1,0,2,0,0,0,0,2
499600,0,1,0,6,0,0,0,1,6
1396141,0,0,0,0,1,0,0,0,1
455547,1,1,0,1,0,0,0,0,1
504924,1,1,0,0,0,0,0,2,0
458357,0,1,9,0,0,0,0,0,9
26913,1,1,0,0,0,0,0,2,0
1165467,1,0,0,0,0,0,0,1,0
462685,1,1,6,0,0,0,0,0,6
98254,0,1,0,0,0,0,0,2,0
1140479,0,1,0,0,0,0,0,2,0
318757,0,0,0,0,0,0,1,0,1
916738,1,1,0,2,0,1,0,0,3
94106,0,1,2,0,0,0,0,0,2
1277265,0,1,0,1,0,0,0,0,1
1209761,1,1,0,12,0,5,0,0,17
1330836,1,1,0,0,0,0,0,10,0
217020,1,1,0,0,0,1,0,4,1
333322,1,1,0,3,0,0,0,4,3
269240,0,0,0,1,0,0,0,0,1
667920,0,1,0,6,0,0,0,0,6
428853,0,1,2,38,0,2,0,1,42
1012268,0,1,0,0,0,0,0,1,0
517341,1,1,0,1,0,0,0,0,1
168706,1,1,0,0,0,3,0,0,3
487162,1,1,0,0,0,0,0,1,0
738267,0,1,0,1,0,0,0,0,1
916274,0,1,0,1,0,0,0,0,1
724317,0,0,0,1,0,0,0,1,1
335208,0,0,0,0,0,0,0,1,0
250383,0,1,0,1,0,0,0,1,1
879325,1,0,0,0,0,0,0,1,0
628869,1,1,0,1,0,1,0,0,2
1327827,1,1,0,12,0,0,0,2,12
1349440,1,1,0,0,0,3,0,0,3
978945,0,1,4,18,0,0,0,0,22
275144,0,1,0,0,0,0,0,2,0
587747,0,1,0,1,0,0,0,0,1
46276,0,1,0,0,0,0,0,1,0
879027,0,0,0,0,0,0,0,1,0
982407,1,1,0,41,0,6,0,4,47
819910,1,1,0,3,0,3,0,0,6
592024,0,0,0,0,0,0,0,1,0
639381,0,1,1,0,0,0,0,0,1
80646,1,1,0,0,0,0,0,1,0
532846,0,1,0,2,0,0,0,0,2
1210429,0,1,1,0,0,0,0,0,1
1141904,1,1,0,1,0,1,0,0,2
1292856,0,1,0,0,0,0,9,0,9
521547,1,1,0,1,0,0,0,0,1
499073,1,1,0,0,0,0,0,1,0
764299,0,1,0,0,0,3,0,12,3
623312,1,1,0,0,0,0,0,1,0
1257932,1,1,0,0,0,0,0,1,0
1300105,1,1,0,3,0,0,0,0,3
647790,1,0,0,4,0,1,0,1,5
723323,1,1,0,0,0,1,0,0,1
225033,1,1,15,230,0,123,0,60,368
1295786,1,1,2,75,0,42,0,10,119
1197767,0,1,0,1,0,0,0,0,1
95818,1,0,0,0,0,15,0,0,15
65304,0,0,0,0,1,0,0,0,1
560769,1,1,8,0,0,0,0,0,8
523551,1,1,0,0,0,0,0,1,0
217852,1,1,0,3,0,0,0,0,3
97546,0,1,0,0,0,0,0,2,0
699850,1,1,1,0,0,0,0,0,1
1332258,0,1,0,1,0,0,0,0,1
394874,0,1,1,2,0,0,0,0,3
933159,0,1,0,1,0,0,0,0,1
19099,1,1,0,0,0,0,0,1,0
293001,0,1,4,0,0,4,0,0,8
658160,0,1,0,0,0,1,0,0,1
269803,0,0,0,0,0,0,0,2,0
555994,1,1,0,0,0,1,0,0,1
255003,0,1,0,0,0,0,0,1,0
1115851,1,1,0,1,0,0,0,0,1
1019828,0,1,0,1,0,0,0,0,1
489396,0,1,0,1,0,0,0,0,1
686344,1,1,0,0,0,0,0,10,0
1337140,0,1,1,0,0,0,0,0,1
888961,1,1,0,0,0,0,0,1,0
1021280,1,1,0,0,0,2,0,0,2
1004016,1,1,0,4,0,2,0,0,6
802515,1,1,6,1,0,0,0,3,7
158858,1,1,0,0,0,0,0,1,0
998592,1,1,0,10,0,0,0,0,10
542816,1,1,0,0,0,19,0,0,19
271410,1,1,0,0,0,1,0,1,1
291590,1,1,0,0,0,1,0,0,1
1352737,1,1,0,0,0,0,0,1,0
47345,0,1,0,0,0,0,0,1,0
322779,1,1,0,10,0,0,0,0,10
1360279,0,1,0,1,0,0,0,0,1
649692,0,1,1,0,0,0,0,0,1
539885,1,0,0,0,0,1,0,0,1
535719,0,1,8,0,0,0,0,0,8
1109843,1,1,5,66,0,19,0,0,90
1006541,0,1,2,0,1,0,0,0,3
409504,1,1,0,0,0,0,0,24,0
778070,1,1,0,1,0,0,0,0,1
1152015,0,1,0,1,0,0,0,0,1
65818,1,1,2,1,0,0,0,0,3
398245,1,1,0,1,0,0,0,1,1
916716,1,1,0,0,0,1,0,0,1
246053,0,0,0,0,0,0,0,1,0
285474,0,1,0,1,0,0,0,1,1
219671,1,1,0,0,0,0,0,1,0
420829,0,1,0,4,0,0,0,0,4
877222,0,1,0,1,0,0,0,0,1
1020392,1,0,8,23,5,0,0,0,36
546646,1,1,0,0,0,3,0,0,3
279699,0,1,0,0,0,0,0,1,0
229553,0,1,1,13,0,26,0,0,40
1143202,1,1,0,1,0,0,0,0,1
900597,1,1,50,25,0,12,0,1,87
1095761,1,1,1,0,0,0,0,0,1
317213,1,0,0,0,8,15,0,94,23
1285658,0,1,0,1,0,0,0,0,1
841915,0,1,1,0,0,0,0,0,1
1401956,1,1,0,6,0,4,0,0,10
634573,1,1,0,1,0,0,0,0,1
5464,1,1,0,0,0,0,0,1,0
750523,1,1,1,1,0,0,0,4,2
345360,1,1,0,0,0,0,0,1,0
951893,0,1,0,0,0,0,0,4,0
794399,1,1,0,0,0,0,0,1,0
1051002,1,1,1,0,0,0,0,0,1
960866,0,1,0,0,0,0,0,1,0
1188351,1,1,0,1,0,3,0,0,4
459584,0,1,0,0,0,0,0,1,0
850736,1,1,0,0,0,0,0,2,0
151488,0,1,0,6,0,0,0,0,6
578745,0,1,0,0,0,0,0,1,0
417395,1,1,0,4,0,0,0,0,4
5767,1,1,10,5,0,13,0,0,28
498631,1,1,8,10,0,0,0,1,18
168679,0,0,0,0,1,0,0,2,1
226600,0,1,0,0,0,0,0,1,0
585896,1,1,0,1,0,0,0,0,1
618803,1,1,3,0,0,5,0,0,8
1122302,0,1,0,0,0,0,0,1,0
1055954,1,1,3,3,0,12,0,3,18
1349315,1,1,0,26,2,0,0,0,28
143469,0,0,0,4,0,0,0,1,4
961292,1,1,0,2,0,0,0,0,2
179271,0,1,0,37,0,0,0,0,37
322771,0,1,0,1,0,0,0,0,1
1251898,0,1,0,2,0,0,0,1,2
175799,0,0,0,0,1,0,0,0,1
12110,0,1,0,1,0,0,0,0,1
424097,1,1,0,2,0,0,0,0,2
505392,1,1,0,1,0,0,0,0,1
1188142,1,1,0,19,0,23,0,0,42
282521,0,1,3,0,0,0,0,0,3
1110256,1,1,0,1,0,0,0,2,1
208849,1,1,0,1,0,0,0,0,1
942035,0,1,2,0,0,0,0,1,2
753333,0,1,3,0,0,0,0,0,3
149293,1,0,0,1,0,0,0,0,1
355361,1,1,8,0,0,0,0,0,8
865753,0,1,0,0,0,0,0,4,0
349748,0,1,0,2,0,0,0,0,2
1393621,0,1,0,1,0,0,0,1,1
609140,0,1,0,3,0,0,0,0,3
840674,0,1,0,0,0,0,0,1,0
410975,0,1,1,1,0,0,0,0,2
200509,0,1,0,0,0,0,0,9,0
1246834,0,1,0,0,0,0,0,2,0
66200,1,0,0,0,0,0,0,1,0
481812,0,1,0,1,0,0,0,0,1
1066969,1,1,5,26,0,28,0,2,59
614106,0,0,1,11,6,27,0,1,45
776360,1,0,0,0,0,0,0,1,0
399416,1,1,1,2,0,0,0,0,3
746391,1,0,0,0,0,8,0,2,8
566218,0,1,0,1,0,0,0,0,1
